manufacturer,spec,usecase,speed,ramtiming,model,xmp,color,rgb,image_url
PATRIOT,DDR5,데스크탑용,5200,CL42,SIGNATURE,False,,False,https://img.danawa.com/prod_img/500000/339/860/img/42860339_1.jpg?shrink=130:130&_v=20240321142608
PATRIOT,DDR5,데스크탑용,6000,CL42,VIPER ELITE 5,True,,True,https://img.danawa.com/prod_img/500000/826/499/img/30499826_1.jpg?shrink=130:130&_v=20231213095920
CORSAIR,DDR5,데스크탑용,5600,CL40,VENGEANCE,True,BLACK,True,https://img.danawa.com/prod_img/500000/119/104/img/19104119_1.jpg?shrink=130:130&_v=20230222123345
CORSAIR,DDR4,데스크탑용,3600,CL16,VENGEANCE LPX,True,BLACK,False,https://img.danawa.com/prod_img/500000/430/864/img/16864430_1.jpg?shrink=130:130&_v=20220727104546
CORSAIR,DDR5,데스크탑용,6200,CL36,VENGEANCE,True,BLACK,True,https://img.danawa.com/prod_img/500000/449/544/img/17544449_1.jpg?shrink=130:130&_v=20220727112032
CORSAIR,DDR5,데스크탑용,7200,CL34,DOMINATOR TITANIUM,True,WHITE,False,https://img.danawa.com/prod_img/500000/398/003/img/30003398_1.jpg?shrink=130:130&_v=20231116131737
TEAMGROUP,DDR5,데스크탑용,5600,CL46,ELITE,False,,False,https://img.danawa.com/prod_img/500000/973/563/img/23563973_1.jpg?shrink=130:130&_v=20230727105629
CORSAIR,DDR5,데스크탑용,5600,CL36,VENGEANCE,True,BLACK,True,https://img.danawa.com/prod_img/500000/522/543/img/17543522_1.jpg?shrink=130:130&_v=20221207090300
CORSAIR,DDR5,데스크탑용,6200,CL36,VENGEANCE,True,WHITE,True,https://img.danawa.com/prod_img/500000/497/544/img/17544497_1.jpg?shrink=130:130&_v=20220727111959
CORSAIR,DDR5,데스크탑용,5200,CL40,VENGEANCE,True,WHITE,True,https://img.danawa.com/prod_img/500000/426/543/img/17543426_1.jpg?shrink=130:130&_v=20220727104546
CORSAIR,DDR5,데스크탑용,5600,CL36,DOMINATOR PLATINUM,True,,True,https://img.danawa.com/prod_img/500000/895/864/img/16864895_1.jpg?shrink=130:130&_v=20221207090646
CORSAIR,DDR5,데스크탑용,5200,CL38,VENGEANCE,True,BLACK,True,https://img.danawa.com/prod_img/500000/433/453/img/19453433_1.jpg?shrink=130:130&_v=20230321151544
CORSAIR,DDR5,데스크탑용,6200,CL36,VENGEANCE,True,BLACK,False,https://img.danawa.com/prod_img/500000/262/412/img/18412262_1.jpg?shrink=130:130&_v=20221202104627
삼성전자,DDR4,데스크탑용,3200,,,False,,False,https://img.danawa.com/prod_img/500000/766/126/img/16126766_1.jpg?shrink=130:130&_v=20220829160123
PATRIOT,DDR5,데스크탑용,5200,CL40,VIPER VENOM,True,,True,https://img.danawa.com/prod_img/500000/876/350/img/30350876_1.jpg?shrink=130:130&_v=20231207094538
TEAMGROUP,DDR4,데스크탑용,3200,CL16,T-FORCE DELTA,True,WHITE,True,https://img.danawa.com/prod_img/500000/896/935/img/6935896_1.jpg?shrink=130:130&_v=20240403173734
PATRIOT,DDR5,데스크탑용,5600,CL38,VIPER ELITE 5,True,,True,https://img.danawa.com/prod_img/500000/496/499/img/30499496_1.jpg?shrink=130:130&_v=20231213095920
ESSENCORE,DDR4,데스크탑용,3200,CL16,KLEVV BOLT X,True,,False,https://img.danawa.com/prod_img/500000/266/113/img/11113266_1.jpg?shrink=130:130&_v=20200821131934
PATRIOT,DDR5,데스크탑용,6000,CL36,VIPER VENOM,True,,False,https://img.danawa.com/prod_img/500000/372/341/img/30341372_1.jpg?shrink=130:130&_v=20240611173413
TEAMGROUP,DDR4,데스크탑용,3200,CL16,T-FORCE DELTA,True,,True,https://img.danawa.com/prod_img/500000/872/935/img/6935872_1.jpg?shrink=130:130&_v=20210310133439
PATRIOT,DDR4,데스크탑용,2666,CL19,SIGNATURE,False,,False,https://img.danawa.com/prod_img/500000/180/445/img/11445180_1.jpg?shrink=130:130&_v=20230717143742
CORSAIR,DDR5,데스크탑용,5200,CL40,DOMINATOR PLATINUM,True,,True,https://img.danawa.com/prod_img/500000/491/239/img/16239491_1.jpg?shrink=130:130&_v=20220120141816
PATRIOT,DDR5,데스크탑용,7000,CL32,VIPER VENOM,True,,False,https://img.danawa.com/prod_img/500000/504/341/img/30341504_1.jpg?shrink=130:130&_v=20231206174024
PATRIOT,DDR4,데스크탑용,3600,CL18,VIPER STEEL,True,,False,https://img.danawa.com/prod_img/500000/674/116/img/11116674_1.jpg?shrink=130:130&_v=20230621161852
이메이션,DDR4,데스크탑용,3200,CL22,,False,,False,https://img.danawa.com/prod_img/500000/707/495/img/10495707_1.jpg?shrink=130:130&_v=20211206180556
PATRIOT,DDR5,데스크탑용,6600,CL32,VIPER VENOM,True,,False,https://img.danawa.com/prod_img/500000/480/341/img/30341480_1.jpg?shrink=130:130&_v=20231206173738
CORSAIR,DDR5,데스크탑용,7200,CL34,DOMINATOR PLATINUM,True,,True,https://img.danawa.com/prod_img/500000/145/307/img/18307145_1.jpg?shrink=130:130&_v=20221118083416
PATRIOT,DDR5,데스크탑용,6400,CL32,VIPER VENOM,True,,True,https://img.danawa.com/prod_img/500000/056/351/img/30351056_1.jpg?shrink=130:130&_v=20231207095113
TEAMGROUP,DDR5,데스크탑용,6000,CL38,T-FORCE DELTA,True,WHITE,True,https://img.danawa.com/prod_img/500000/009/483/img/29483009_1.jpg?shrink=130:130&_v=20231030131401
HIKSEMI,DDR4,데스크탑용,3200,CL18,HIKER,False,,False,https://img.danawa.com/prod_img/500000/711/775/img/28775711_1.jpg?shrink=130:130&_v=20231016151108
타무즈,DDR4,데스크탑용,2666,CL19,,False,,False,https://img.danawa.com/prod_img/500000/766/018/img/6018766_1.jpg?shrink=130:130&_v=20200821132850
PATRIOT,DDR5,데스크탑용,7000,CL32,VIPER VENOM,True,,True,https://img.danawa.com/prod_img/500000/131/351/img/30351131_1.jpg?shrink=130:130&_v=20231207095427
CORSAIR,DDR5,데스크탑용,7000,CL34,DOMINATOR PLATINUM,True,,True,https://img.danawa.com/prod_img/500000/530/318/img/18318530_1.jpg?shrink=130:130&_v=20240523111936
타무즈,DDR4,데스크탑용,2133,CL15,,False,,False,https://img.danawa.com/prod_img/500000/099/525/img/4525099_1.jpg?shrink=130:130&_v=20200821133403
TEAMGROUP,DDR4,데스크탑용,3600,CL18,T-FORCE DELTA,True,,True,https://img.danawa.com/prod_img/500000/860/858/img/11858860_1.jpg?shrink=130:130&_v=20210319161448
PATRIOT,DDR5,데스크탑용,5200,CL36,VIPER VENOM,True,,False,https://img.danawa.com/prod_img/500000/150/341/img/30341150_1.jpg?shrink=130:130&_v=20231206173106
TEAMGROUP,DDR5,데스크탑용,5600,CL36,T-FORCE DELTA,True,WHITE,True,https://img.danawa.com/prod_img/500000/126/497/img/18497126_1.jpg?shrink=130:130&_v=20230329145504
ADATA,DDR4,데스크탑용,3200,CL16,XPG GAMMIX D35,True,WHITE,False,https://img.danawa.com/prod_img/500000/336/593/img/21593336_1.jpg?shrink=130:130&_v=20230718145257
TEAMGROUP,DDR5,데스크탑용,6400,CL40,T-FORCE DELTA,True,,True,https://img.danawa.com/prod_img/500000/150/497/img/18497150_1.jpg?shrink=130:130&_v=20221214090301
CORSAIR,DDR5,데스크탑용,5600,CL36,DOMINATOR PLATINUM,True,WHITE,True,https://img.danawa.com/prod_img/500000/410/239/img/16239410_1.jpg?shrink=130:130&_v=20220127111033
PATRIOT,DDR5,데스크탑용,5600,CL36,VIPER VENOM,True,,True,https://img.danawa.com/prod_img/500000/927/350/img/30350927_1.jpg?shrink=130:130&_v=20231207094505
TEAMGROUP,DDR5,데스크탑용,6400,CL40,T-FORCE DELTA,True,WHITE,True,https://img.danawa.com/prod_img/500000/159/497/img/18497159_1.jpg?shrink=130:130&_v=20221214090432
트랜센드,DDR4,데스크탑용,3200,CL22,,False,,False,https://img.danawa.com/prod_img/500000/634/076/img/12076634_1.jpg?shrink=130:130&_v=20211026141909
OLOY,DDR5,데스크탑용,6000,CL32,BLADE,True,WHITE,True,https://img.danawa.com/prod_img/500000/342/368/img/33368342_1.jpg?shrink=130:130&_v=20240213095702
TEAMGROUP,DDR5,데스크탑용,5600,CL36,T-FORCE DELTA,True,,True,https://img.danawa.com/prod_img/500000/117/497/img/18497117_1.jpg?shrink=130:130&_v=20230329145518
CORSAIR,DDR5,데스크탑용,5600,CL36,VENGEANCE,True,BLACK,False,https://img.danawa.com/prod_img/500000/785/438/img/18438785_1.jpg?shrink=130:130&_v=20221207090736
삼성전자,DDR3,데스크탑용,1333,,,False,,False,https://img.danawa.com/prod_img/500000/273/441/img/5441273_1.jpg?shrink=130:130&_v=20230303175814
CORSAIR,DDR5,데스크탑용,7200,CL34,DOMINATOR TITANIUM,True,BLACK,False,https://img.danawa.com/prod_img/500000/329/003/img/30003329_1.jpg?shrink=130:130&_v=20231116131447
PATRIOT,DDR5,데스크탑용,7400,CL36,VIPER VENOM,True,,True,https://img.danawa.com/prod_img/500000/236/351/img/30351236_1.jpg?shrink=130:130&_v=20231207095813
트랜센드,DDR5,데스크탑용,5600,CL46,JETRAM,False,,False,https://img.danawa.com/prod_img/500000/759/469/img/28469759_1.jpg?shrink=130:130&_v=20231213142038
PATRIOT,DDR4,데스크탑용,3200,CL16,VIPER STEEL,True,,False,https://img.danawa.com/prod_img/500000/698/116/img/11116698_1.jpg?shrink=130:130&_v=20230622140423
PATRIOT,DDR5,데스크탑용,5600,CL36,VIPER VENOM,True,,False,https://img.danawa.com/prod_img/500000/243/341/img/30341243_1.jpg?shrink=130:130&_v=20231207174633
PATRIOT,DDR5,데스크탑용,5200,CL40,VIPER VENOM,True,,False,https://img.danawa.com/prod_img/500000/201/341/img/30341201_1.jpg?shrink=130:130&_v=20231206173059
PATRIOT,DDR5,데스크탑용,5600,CL40,VIPER VENOM,True,,True,https://img.danawa.com/prod_img/500000/966/350/img/30350966_1.jpg?shrink=130:130&_v=20231207094721
PATRIOT,DDR5,데스크탑용,6800,CL34,VIPER VENOM,True,,False,https://img.danawa.com/prod_img/500000/495/341/img/30341495_1.jpg?shrink=130:130&_v=20231206173915
CORSAIR,DDR4,데스크탑용,3600,CL18,DOMINATOR PLATINUM,True,WHITE,True,https://img.danawa.com/prod_img/500000/006/519/img/11519006_1.jpg?shrink=130:130&_v=20220414140528
PATRIOT,DDR5,데스크탑용,7200,CL34,VIPER VENOM,True,,False,https://img.danawa.com/prod_img/500000/510/341/img/30341510_1.jpg?shrink=130:130&_v=20231206174429
CORSAIR,DDR5,데스크탑용,5200,CL40,DOMINATOR PLATINUM,True,WHITE,True,https://img.danawa.com/prod_img/500000/447/829/img/16829447_1.jpg?shrink=130:130&_v=20230731135520
써멀테이크,DDR4,데스크탑용,3600,CL18,TOUGHRAM,True,BLACK,True,https://img.danawa.com/prod_img/500000/727/190/img/10190727_1.jpg?shrink=130:130&_v=20200821131608
PATRIOT,DDR5,데스크탑용,6800,CL34,VIPER VENOM,True,,True,https://img.danawa.com/prod_img/500000/110/351/img/30351110_1.jpg?shrink=130:130&_v=20231207095332
PATRIOT,DDR5,데스크탑용,6000,CL36,VIPER VENOM,True,,True,https://img.danawa.com/prod_img/500000/996/350/img/30350996_1.jpg?shrink=130:130&_v=20240611171633
트랜센드,DDR4,데스크탑용,2666,CL19,,False,,False,https://img.danawa.com/prod_img/500000/281/111/img/8111281_1.jpg?shrink=130:130&_v=20211027135406
TEAMGROUP,DDR5,데스크탑용,6000,CL38,T-FORCE DELTA,True,,True,https://img.danawa.com/prod_img/500000/883/482/img/29482883_1.jpg?shrink=130:130&_v=20231030131413
타무즈,DDR3,데스크탑용,1600,CL11,,False,,False,https://img.danawa.com/prod_img/500000/666/838/img/4838666_1.jpg?shrink=130:130&_v=20210702151234
PATRIOT,DDR4,데스크탑용,3200,CL22,SIGNATURE,False,,False,https://img.danawa.com/prod_img/500000/216/445/img/11445216_1.jpg?shrink=130:130&_v=20221228173833
이메이션,DDR4,데스크탑용,2666,CL19,,False,,False,https://img.danawa.com/prod_img/500000/572/868/img/7868572_1.jpg?shrink=130:130&_v=20211019101025
타무즈,DDR4,데스크탑용,2400,CL17,,False,,False,https://img.danawa.com/prod_img/500000/440/093/img/5093440_1.jpg?shrink=130:130&_v=20200821133226
CORSAIR,DDR5,데스크탑용,6000,CL30,VENGEANCE INTEL,True,BLACK,True,https://img.danawa.com/prod_img/500000/151/404/img/20404151_1.jpg?shrink=130:130&_v=20230602144708
써멀테이크,DDR4,데스크탑용,3200,CL16,TOUGHRAM,True,BLACK,True,https://img.danawa.com/prod_img/500000/553/190/img/10190553_1.jpg?shrink=130:130&_v=20200821131934
삼성전자,DDR3,데스크탑용,1600,CL11,,False,,False,https://img.danawa.com/prod_img/500000/396/304/img/1304396_1.jpg?shrink=130:130&_v=20240409133403
CORSAIR,DDR4,데스크탑용,3200,CL16,DOMINATOR PLATINUM INTEL,True,WHITE,True,https://img.danawa.com/prod_img/500000/640/518/img/11518640_1.jpg?shrink=130:130&_v=20210104132553
ESSENCORE,DDR5,데스크탑용,4800,CL40,KLEVV,False,,False,https://img.danawa.com/prod_img/500000/267/250/img/16250267_1.jpg?shrink=130:130&_v=20220913151808
OLOY,DDR5,데스크탑용,7000,CL36,BLADE MIRROR 올로이앤코,False,,True,https://img.danawa.com/prod_img/500000/735/341/img/39341735_1.jpg?shrink=130:130&_v=20240306110618
삼성전자,DDR2,데스크탑용,800,,,False,,False,https://img.danawa.com/prod_img/500000/616/744/img/744616_1.jpg?shrink=130:130&_v=20210128131611
써멀테이크,DDR4,데스크탑용,4000,CL19,TOUGHRAM,True,WHITE,False,https://img.danawa.com/prod_img/500000/393/511/img/13511393_1.jpg?shrink=130:130&_v=20210304142532
트랜센드,DDR5,데스크탑용,4800,CL40,,False,,False,https://img.danawa.com/prod_img/500000/106/867/img/16867106_1.jpg?shrink=130:130&_v=20231129171937
CORSAIR,DDR5,데스크탑용,6400,CL32,VENGEANCE,True,BLACK,False,https://img.danawa.com/prod_img/500000/991/811/img/18811991_1.jpg?shrink=130:130&_v=20230120101803
써멀테이크,DDR4,데스크탑용,3600,CL18,TOUGHRAM,True,WHITE,False,https://img.danawa.com/prod_img/500000/458/500/img/13500458_1.jpg?shrink=130:130&_v=20210303153957
이메이션,DDR3,데스크탑용,1600,CL11,,False,,False,https://img.danawa.com/prod_img/500000/480/540/img/8540480_1.jpg?shrink=130:130&_v=20200821134821
PATRIOT,DDR3,데스크탑용,1600,CL11,SIGNATURE,False,,False,https://img.danawa.com/prod_img/500000/129/452/img/18452129_1.jpg?shrink=130:130&_v=20221208125236
써멀테이크,DDR4,데스크탑용,4000,CL19,TOUGHRAM,True,BLACK,True,https://img.danawa.com/prod_img/500000/026/639/img/10639026_1.jpg?shrink=130:130&_v=20200821130950
CORSAIR,DDR5,데스크탑용,6000,CL36,VENGEANCE,True,BLACK,True,https://img.danawa.com/prod_img/500000/278/544/img/17544278_1.jpg?shrink=130:130&_v=20220727111126
ADATA,DDR4,데스크탑용,3200,CL16,XPG SPECTRIX D50,True,,True,https://img.danawa.com/prod_img/500000/515/287/img/13287515_1.jpg?shrink=130:130&_v=20230509164020
써멀테이크,DDR4,데스크탑용,4000,CL19,TOUGHRAM,True,WHITE,True,https://img.danawa.com/prod_img/500000/113/639/img/10639113_1.jpg?shrink=130:130&_v=20200821130950
TEAMGROUP,DDR4,데스크탑용,3200,CL16,T-FORCE VULCAN Z GRAY,True,,False,https://img.danawa.com/prod_img/500000/118/421/img/10421118_1.jpg?shrink=130:130&_v=20220617122934
삼성전자,DDR3,데스크탑용,1600,,,False,,False,https://img.danawa.com/prod_img/500000/298/792/img/1792298_1.jpg?shrink=130:130&_v=20200827101211
G.SKILL,DDR4,데스크탑용,3600,CL17,TRIDENT ZKK,True,,False,https://img.danawa.com/prod_img/500000/437/169/img/6169437_1.jpg?shrink=130:130&_v=20200821131641
CORSAIR,DDR5,데스크탑용,6000,CL30,VENGEANCE,True,BLACK,True,https://img.danawa.com/prod_img/500000/987/665/img/27665987_1.jpg?shrink=130:130&_v=20230821153919
TEAMGROUP,DDR4,데스크탑용,3600,CL18,T-FORCE VULCAN Z,True,RED,False,https://img.danawa.com/prod_img/500000/217/696/img/13696217_1.jpg?shrink=130:130&_v=20210324145615
CORSAIR,DDR5,데스크탑용,6000,CL36,VENGEANCE,True,BLACK,False,https://img.danawa.com/prod_img/500000/487/941/img/17941487_1.jpg?shrink=130:130&_v=20221006075743
CORSAIR,DDR4,데스크탑용,2666,CL16,VENGEANCE LPX,True,BLACK,False,https://img.danawa.com/prod_img/500000/504/708/img/17708504_1.jpg?shrink=130:130&_v=20220823155938
TEAMGROUP,DDR4,데스크탑용,3200,CL16,T-FORCE VULCAN Z,True,RED,False,https://img.danawa.com/prod_img/500000/414/576/img/11576414_1.jpg?shrink=130:130&_v=20220617090416
TEAMGROUP,DDR3,데스크탑용,1600,CL11,ELITE,False,,False,https://img.danawa.com/prod_img/500000/045/699/img/1699045_1.jpg?shrink=130:130&_v=20210325145808
아이티젠,DDR4,데스크탑용,3200,,,False,,False,https://img.danawa.com/prod_img/500000/201/482/img/54482201_1.jpg?shrink=130:130&_v=20240524110110
PATRIOT,DDR4,데스크탑용,4400,CL19,VIPER STEEL,True,,False,https://img.danawa.com/prod_img/500000/910/908/img/7908910_1.jpg?shrink=130:130&_v=20230621164014
CORSAIR,DDR5,데스크탑용,5200,CL40,VENGEANCE,True,BLACK,True,https://img.danawa.com/prod_img/500000/363/543/img/17543363_1.jpg?shrink=130:130&_v=20220727104546
실리콘파워,DDR4,데스크탑용,3200,,,False,,False,https://img.danawa.com/prod_img/500000/864/715/img/40715864_1.jpg?shrink=130:130&_v=20240312111957
SK하이닉스,DDR4,데스크탑용,2133,,,False,,False,https://img.danawa.com/prod_img/500000/941/266/img/19266941_1.jpg?shrink=130:130&_v=20230308171237
TEAMGROUP,DDR4,데스크탑용,3200,CL16,T-FORCE VULCAN Z,True,RED,False,https://img.danawa.com/prod_img/500000/525/658/img/13658525_1.jpg?shrink=130:130&_v=20210319154320
삼성전자,DDR3,데스크탑용,1066,,,False,,False,https://img.danawa.com/prod_img/500000/844/579/img/5579844_1.jpg?shrink=130:130&_v=20200827103031
SK하이닉스,DDR4,데스크탑용,2400,,,False,,False,https://img.danawa.com/prod_img/500000/986/266/img/19266986_1.jpg?shrink=130:130&_v=20230308171408
삼성전자,DDR5,데스크탑용,4800,,,False,,False,https://img.danawa.com/prod_img/500000/262/390/img/16390262_1.jpg?shrink=130:130&_v=20220214145536
실리콘파워,DDR4,데스크탑용,3600,CL18,XPOWER TURBINE,False,,False,https://img.danawa.com/prod_img/500000/627/405/img/44405627_1.jpg?shrink=130:130&_v=20240328095446
SK하이닉스,DDR4,데스크탑용,3200,,,False,,False,https://img.danawa.com/prod_img/500000/976/577/img/15577976_1.jpg?shrink=130:130&_v=20220512101813
킹스톤,DDR4,데스크탑용,2666,CL19,,False,,False,https://img.danawa.com/prod_img/500000/641/013/img/7013641_1.jpg?shrink=130:130&_v=20200821132737
CORSAIR,DDR5,데스크탑용,5600,CL36,DOMINATOR PLATINUM EXTREME,True,,True,https://img.danawa.com/prod_img/500000/323/933/img/15933323_1.jpg?shrink=130:130&_v=20220722135345
PATRIOT,DDR5,데스크탑용,7400,CL36,VIPER VENOM,True,,False,https://img.danawa.com/prod_img/500000/525/341/img/30341525_1.jpg?shrink=130:130&_v=20231206174407
SK하이닉스,DDR3,데스크탑용,1600,,,False,,False,https://img.danawa.com/prod_img/500000/988/547/img/5547988_1.jpg?shrink=130:130&_v=20200827101210
CYNEX,DDR4,데스크탑용,2666,CL19,,False,,False,https://img.danawa.com/prod_img/500000/100/523/img/10523100_1.jpg?shrink=130:130&_v=20200821132736
삼성전자,DDR2,데스크탑용,800,CL6,,False,,False,https://img.danawa.com/prod_img/500000/873/513/img/513873_1.jpg?shrink=130:130&_v=20240417112038
킹스톤,DDR5,데스크탑용,5600,CL46,,False,,False,https://img.danawa.com/prod_img/500000/046/538/img/21538046_1.jpg?shrink=130:130&_v=20230714091006
골든메모리,DDR3,데스크탑용,1600,,,False,,False,https://img.danawa.com/prod_img/500000/300/176/img/15176300_1.jpg?shrink=130:130&_v=20210906131147
마이크론,DDR4,데스크탑용,3200,CL22,CRUCIAL PRO 아스크텍,False,,False,https://img.danawa.com/prod_img/500000/576/064/img/28064576_1.jpg?shrink=130:130&_v=20231127171751
실리콘파워,DDR4,데스크탑용,3200,CL22,,False,,False,https://img.danawa.com/prod_img/500000/633/574/img/13574633_1.jpg?shrink=130:130&_v=20220805164314
G.SKILL,DDR4,데스크탑용,3600,CL18,TRIDENT Z (),True,,True,https://img.danawa.com/prod_img/500000/175/643/img/18643175_1.jpg?shrink=130:130&_v=20230103090906
SK하이닉스,DDR5,데스크탑용,5600,,,False,,False,https://img.danawa.com/prod_img/500000/351/698/img/18698351_1.jpg?shrink=130:130&_v=20230109092253
KINGMAX,DDR4,데스크탑용,3200,CL22,,False,,False,https://img.danawa.com/prod_img/500000/526/303/img/13303526_1.jpg?shrink=130:130&_v=20210203153427
TEAMGROUP,DDR4,데스크탑용,3200,CL16,T-FORCE DELTA,True,WHITE,True,https://img.danawa.com/prod_img/500000/241/958/img/12958241_1.jpg?shrink=130:130&_v=20210325142834
TEAMGROUP,DDR4,데스크탑용,4000,CL18,T-FORCE XTREEM A,True,WHITE,True,https://img.danawa.com/prod_img/500000/601/885/img/13885601_1.jpg?shrink=130:130&_v=20210413171534
킹스톤,DDR5,데스크탑용,5200,CL40,FURY BEAST 벌크,True,,False,https://img.danawa.com/prod_img/500000/775/187/img/18187775_1.jpg?shrink=130:130&_v=20221104133207
TERABYTE,DDR4,데스크탑용,2666,CL19,RAMONSTER,False,,False,https://img.danawa.com/prod_img/500000/566/209/img/16209566_1.jpg?shrink=130:130&_v=20221115122857
ESSENCORE,DDR4,데스크탑용,3200,CL16,KLEVV CRAS X,True,,True,https://img.danawa.com/prod_img/500000/354/634/img/6634354_1.jpg?shrink=130:130&_v=20200821132109
ESSENCORE,DDR4,데스크탑용,3600,CL18,KLEVV CRAS X,True,,True,https://img.danawa.com/prod_img/500000/101/113/img/11113101_1.jpg?shrink=130:130&_v=20200821131608
KINGMAX,DDR4,데스크탑용,2666,CL19,,False,,False,https://img.danawa.com/prod_img/500000/284/050/img/13050284_1.jpg?shrink=130:130&_v=20210104135121
ADATA,DDR4,데스크탑용,3600,CL18,XPG GAMMIX D35,True,BLACK,False,https://img.danawa.com/prod_img/500000/844/592/img/21592844_1.jpg?shrink=130:130&_v=20230718143949
CORSAIR,DDR4,데스크탑용,3600,CL18,VENGEANCE RS,True,,True,https://img.danawa.com/prod_img/500000/285/098/img/15098285_1.jpg?shrink=130:130&_v=20210826154607
ESSENCORE,DDR4,데스크탑용,3600,CL18,KLEVV BOLT X,True,,False,https://img.danawa.com/prod_img/500000/332/113/img/11113332_1.jpg?shrink=130:130&_v=20200821131608
SK하이닉스,DDR4,데스크탑용,2666,,,False,,False,https://img.danawa.com/prod_img/500000/565/376/img/10376565_1.jpg?shrink=130:130&_v=20200826171617
킹스톤,DDR3,데스크탑용,1600,,,False,,False,https://img.danawa.com/prod_img/500000/179/375/img/2375179_1.jpg?shrink=130:130&_v=20200821134822
실리콘파워,DDR4,데스크탑용,2666,CL19,,False,,False,https://img.danawa.com/prod_img/500000/453/304/img/13304453_1.jpg?shrink=130:130&_v=20210521091738
TERABYTE,DDR4,데스크탑용,3200,CL22,RAMONSTER,False,BLACK,False,https://img.danawa.com/prod_img/500000/783/055/img/11055783_1.jpg?shrink=130:130&_v=20221115130448
SOUTH,DDR3,데스크탑용,1600,,BRIDGE,False,,False,https://img.danawa.com/prod_img/500000/805/603/img/13603805_1.jpg?shrink=130:130&_v=20210417155319
OLOY,DDR5,데스크탑용,5600,CL36,BLADE 올로이앤코,False,BLACK,True,https://img.danawa.com/prod_img/500000/233/389/img/19389233_1.jpg?shrink=130:130&_v=20240129155353
SK하이닉스,DDR2,데스크탑용,800,CL6,,False,,False,https://img.danawa.com/prod_img/500000/983/241/img/17241983_1.jpg?shrink=130:130&_v=20220613165739
SK하이닉스,DDR3,데스크탑용,1333,,,False,,False,https://img.danawa.com/prod_img/500000/455/728/img/5728455_1.jpg?shrink=130:130&_v=20200827102706
ESSENCORE,DDR3,데스크탑용,1866,CL9,KLEVV NEO,True,,False,https://img.danawa.com/prod_img/500000/487/547/img/5547487_1.jpg?shrink=130:130&_v=20211126113055
ESSENCORE,DDR3,데스크탑용,1866,CL9,KLEVV NEO,True,,False,https://img.danawa.com/prod_img/500000/497/151/img/4151497_1.jpg?shrink=130:130&_v=20200821134708
삼성전자,DDR3,데스크탑용,1600,,방열판,False,,False,https://img.danawa.com/prod_img/500000/613/772/img/1772613_1.jpg?shrink=130:130&_v=20200821134957
ADATA,DDR4,데스크탑용,3200,CL16,XPG SPECTRIX D35G,True,BLACK,True,https://img.danawa.com/prod_img/500000/014/754/img/20754014_1.jpg?shrink=130:130&_v=20230717172102
TERABYTE,DDR4,데스크탑용,2666,CL19,RAMONSTER,False,BLACK,False,https://img.danawa.com/prod_img/500000/718/502/img/6502718_1.jpg?shrink=130:130&_v=20221118155141
ADATA,DDR4,데스크탑용,3200,CL16,XPG GAMMIX D35,True,BLACK,False,https://img.danawa.com/prod_img/500000/018/593/img/21593018_1.jpg?shrink=130:130&_v=20230718144137
ESSENCORE,DDR4,데스크탑용,3600,CL18,KLEVV CRAS XR,True,,True,https://img.danawa.com/prod_img/500000/072/122/img/12122072_1.jpg?shrink=130:130&_v=20200826133521
CYNEX,DDR3,데스크탑용,1600,CL11,,False,,False,https://img.danawa.com/prod_img/500000/882/676/img/1676882_1.jpg?shrink=130:130&_v=20200821134957
TEAMGROUP,DDR4,데스크탑용,3200,CL16,T-FORCE XTREEM A,True,WHITE,True,https://img.danawa.com/prod_img/500000/147/886/img/13886147_1.jpg?shrink=130:130&_v=20210413173015
마이크론,DDR3,데스크탑용,1600,,CRUCIAL,False,,False,https://img.danawa.com/prod_img/500000/669/850/img/5850669_1.jpg?shrink=130:130&_v=20200827101210
삼성전자,DDR5,데스크탑용,4800,,,False,,False,https://img.danawa.com/prod_img/500000/703/903/img/16903703_1.jpg?shrink=130:130&_v=20220425143109
EKMEMORY,DDR3,데스크탑용,1600,CL11,,False,,False,https://img.danawa.com/prod_img/500000/833/741/img/1741833_1.jpg?shrink=130:130&_v=20200821134957
ADATA,DDR4,데스크탑용,3600,CL18,XPG GAMMIX D35,True,WHITE,False,https://img.danawa.com/prod_img/500000/219/593/img/21593219_1.jpg?shrink=130:130&_v=20230718144756
TEAMGROUP,DDR4,데스크탑용,3200,CL16,T-FORCE XTREEM A,True,,True,https://img.danawa.com/prod_img/500000/378/886/img/13886378_1.jpg?shrink=130:130&_v=20210525135252
삼성전자,DDR3,데스크탑용,1333,,U,False,,False,https://img.danawa.com/prod_img/500000/692/144/img/1144692_1.jpg?shrink=130:130&_v=20200827102706
KINGMAX,DDR5,데스크탑용,4800,CL40,,False,,False,https://img.danawa.com/prod_img/500000/666/412/img/16412666_1.jpg?shrink=130:130&_v=20220216142439
ESSENCORE,DDR4,데스크탑용,4000,CL19,KLEVV CRAS XR,True,,True,https://img.danawa.com/prod_img/500000/429/968/img/15968429_1.jpg?shrink=130:130&_v=20220824094509
GEIL,DDR4,데스크탑용,2400,CL17,SUPER LUCE LITE,False,BLACK,True,https://img.danawa.com/prod_img/500000/234/545/img/5545234_1.jpg?shrink=130:130&_v=20220823141747
CORSAIR,DDR5,데스크탑용,6000,CL36,DOMINATOR PLATINUM,True,,True,https://img.danawa.com/prod_img/500000/326/605/img/16605326_1.jpg?shrink=130:130&_v=20220316142750
